sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	fulfillment-channel	handling-time
22830SGR	45,2	22,6	90,4	21		
22854SGR	42,1	21,05	84,2	57		
22848SGR	185	92,5	370	0		
22824SGR	102	51	204	0		
22778SGR	70	35	140	0		
16584SGR	80	40	160	0		
22899SGR	74,3	37,15	148,6	0		
23123SGR	65,3	32,65	130,6	0		
16719SGR	48,3	24,15	96,6	0		
20884SGR	20,4	10,2	40,8	0		
16828SGR	31,5	15,75	63	102		
17523SGR	8,6	4,3	17,2	84		
22970SGR	139,1	69,55	278,2	0		
16653SGR	19,3	9,65	38,6	0		
22975SGR	56,1	28,05	112,2	0		
22585SGR	33,4	16,7	66,8	0		
22948SGR	40,1	20,05	80,2	0		
16725SGR	22	11	44	299		
22444SG	113,3	56,65	226,6	0		
22905SGR	35,7	17,85	71,4	0		
23014SGR	40,1	20,05	80,2	0		
16781SGR	31,5	15,75	63	0		
22862SGR	59,2	29,6	118,4	0		
16770SGR	31,5	15,75	63	0		
17520SGR	8,7	4,35	17,4	0		
22912SGR	248,9	124,45	497,8	0		
22972SGR	57,6	28,8	115,2	56		
22894SGR	60,9	30,45	121,8	0		
16583SGR	80	40	160	0		
22973SGR	52,9	26,45	105,8	0		
23019SGR	40,1	20,05	80,2	0		
22945SGR	32,5	16,25	65	0		
22890SGR	56,1	28,05	112,2	0		
16761SGR	36,9	18,45	73,8	0		
22860SGR	52,9	26,45	105,8	0		
22785SGR	129,6	64,8	259,2	0		
22964SGR	44,3	22,15	88,6	0		
23115SGR	63,4	31,7	126,8	56		
22540SGR	78,2	39,1	156,4	0		
22798SGR	43,3	21,65	86,6	0		
22924SGR	26,3	13,15	52,6	0		
23128SGR	54,5	27,25	109	0		
22835SGR	80,4	40,2	160,8	0		
16863SGR	31,5	15,75	63	121		
17644SGR	11,8	5,9	23,6	0		
22542SGR	74,2	37,1	148,4	0		
22535SGR	79,4	39,7	158,8	0		
22865SGR	52,9	26,45	105,8	0		
22963SGR	44,3	22,15	88,6	0		
22841SGR	386,2	193,1	772,4	0		
22775SGR	31,5	15,75	63	0		
22593SGR	12,6	6,3	25,2	0		
16782SGR	17,8	8,9	35,6	0		
22539SGR	131,9	65,95	263,8	0		
22873SGR	56,1	28,05	112,2	0		
19042SGR	10,1	5,05	20,2	0		
20415SGR	22,6	11,3	45,2	0		
17649SGR	10,1	5,05	20,2	84		
23121SGR	90,6	45,3	181,2	0		
22872SGR	57,7	28,85	115,4	0		
22949SGR	48,4	24,2	96,8	0		
16679SGR	48,3	24,15	96,6	76		
16585SGR	23,5	11,75	47	130		
16748SGR	22	11	44	0		
20818SGR	24,8	12,4	49,6	0		
23124SGR	43,3	21,65	86,6	0		
22779SGR	129,2	64,6	258,4	0		
20735SGR	153,5	76,75	307	0		
20828SGR	11,8	5,9	23,6	70		
16769SGR	36,9	18,45	73,8	0		
20825SGR	32,9	16,45	65,8	251		
22838SGR	51	25,5	102	0		
22869SGR	107,2	53,6	214,4	0		
23122SGR	82,6	41,3	165,2	0		
22969SGR	30,6	15,3	61,2	0		
20819SGR	24,8	12,4	49,6	0		
22874SGR	56,1	28,05	112,2	0		
22930SGR	30,1	15,05	60,2	0		
23118SGR	48,3	24,15	96,6	0		
22974SGR	58,4	29,2	116,8	0		
22825SGR	39,2	19,6	78,4	0		
22943SGR	46,5	23,25	93	0		
22833SGR	56,1	28,05	112,2	0		
22931SGR	29,3	14,65	58,6	44		
23129SGR	54,5	27,25	109	0		
23015SGR	40,1	20,05	80,2	0		
50467SGR	32,1	16,05	64,2	0		
22985SG	57	28,5	114	0		
19073SG	62,5	31,25	125	0		
18968SG	41,7	20,85	83,4	0		
22989SG	59,2	29,6	118,4	0		
18005SG	100,8	50,4	201,6	0		
19065SG	185,4	92,7	370,8	19		
23640SG	52,9	26,45	105,8	0		
23610SG	15,1	7,55	30,2	23		
23132SG	52	26	104	0		
23763SG	2293,6	1146,8	4587,2	4		
23621SG	41,7	20,85	83,4	0		
22992SG	76,9	38,45	153,8	0		
23710SG	40	20	80	0		
24042SG	134,9	67,45	269,8	13		
24010SG	56,1	28,05	112,2	0		
23855SG	16,2	8,1	32,4	0		
23725SG	49	24,5	98	0		
23684SG	42,1	21,05	84,2	0		
23998SG	27	13,5	54	0		
24012SG	43,9	21,95	87,8	105		
23642SG	52,9	26,45	105,8	0		
24028SG	117,7	58,85	235,4	0		
23645SG	62,5	31,25	125	0		
23644SG	95,4	47,7	190,8	11		
23969SG	72,5	36,25	145	50		
23601SG	68,3	34,15	136,6	0		
23654SG	164	82	328	0		
24035SG	38,5	19,25	77	0		
17715SG	197,6	98,8	395,2	0		
23883SG	31,5	15,75	63	0		
23722SG	19,8	9,9	39,6	0		
23950SG	123,2	61,6	246,4	0		
22988SG	59,2	29,6	118,4	0		
23982SG	122,8	61,4	245,6	0		
23168SG	32,5	16,25	65	0		
23891SG	39,9	19,95	79,8	53		
23854SG	40,1	20,05	80,2	0		
23980SG	84,4	42,2	168,8	0		
23704SG	30,4	15,2	60,8	0		
22955SG	19,8	9,9	39,6	0		
23680SG	33,7	16,85	67,4	0		
23811SG	121,6	60,8	243,2	0		
22958SG	43,3	21,65	86,6	0		
24072SG	105	52,5	210	0		
22952SG	14,6	7,3	29,2	0		
23688SG	26,7	13,35	53,4	0		
23690SG	12	6	24	239		
23879SG	94,4	47,2	188,8	0		
23952SG	33,7	16,85	67,4	0		
23888SG	65,3	32,65	130,6	108		
24058SGR	343,6	171,8	687,2	0		
23955SG	46,5	23,25	93	0		
23809SG	121,6	60,8	243,2	0		
24032SG	122,5	61,25	245	4		
18075SG	167,3	83,65	334,6	0		
22984SG	57,7	28,85	115,4	0		
17419SG	69,3	34,65	138,6	0		
17489SG	114,6	57,3	229,2	0		
24018SG	33,7	16,85	67,4	40		
24029SG	126,3	63,15	252,6	0		
24045SG	65,6	32,8	131,2	0		
23715SGR	42,1	21,05	84,2	81		
23224SG	79,4	39,7	158,8	0		
23651SG	94,4	47,2	188,8	0		
23911SG	228,6	114,3	457,2	0		
23729SG	35,9	17,95	71,8	156		
23890SG	41,1	20,55	82,2	0		
23989SG	22	11	44	51		
23810SG	123,2	61,6	246,4	0		
24005SG	20,9	10,45	41,8	0		
23165SG	44,3	22,15	88,6	0		
23795SG	682,1	341,05	1364,2	0		
22980SG	62,5	31,25	125	0		
23659SG	258,9	129,45	517,8	0		
23853SG	41,7	20,85	83,4	0		
24065SG	32,1	16,05	64,2	0		
23779SG	15,99	8	31,98	181		
23612SG	102,5	51,25	205	7		
23178SG	59,2	29,6	118,4	0		
23708SG	28,6	14,3	57,2	0		
23910SG	144	72	288	0		
22979SG	35,3	17,65	70,6	0		
24031SG	37,9	18,95	75,8	0		
24043SG	84,9	42,45	169,8	0		
23953SG	25,7	12,85	51,4	0		
23993SG	36,9	18,45	73,8	0		
19069SG	184,5	92,25	369	4		
23713SG	26,6	13,3	53,2	0		
23788SG	391,5	195,75	783	0		
23765SG	1190	595	2380	0		
23850SG	17,8	8,9	35,6	0		
23239SG	144,3	72,15	288,6	7		
23781SG	17	8,5	34	0		
22950SG	20,4	10,2	40,8	0		
23951SG	26,7	13,35	53,4	0		
23775SG	12,4	6,2	24,8	354		
23785SG	65,6	32,8	131,2	0		
23709SG	40	20	80	0		
23223SG	91,4	45,7	182,8	0		
24054SG	84,9	42,45	169,8	0		
23975SG	50,3	25,15	100,6	0		
23744SG	20	10	40	0		
23992SG	35,9	17,95	71,8	50		
23804SG	92,2	46,1	184,4	0		
23985SG	47,7	23,85	95,4	0		
23609SG	26,3	13,15	52,6	63		
23813SG	46,2	23,1	92,4	0		
23913SG	207,8	103,9	415,6	0		
23903SGR	40,1	20,05	80,2	0		
23728SG	46,5	23,25	93	0		
23228SG	86,4	43,2	172,8	0		
24038SG	56,3	28,15	112,6	0		
23981SG	45	22,5	90	0		
24073SG	91,3	45,65	182,6	0		
23845SG	22,9	11,45	45,8	0		
23783SG	68,9	34,45	137,8	0		
24014SG	42,4	21,2	84,8	0		
23229SG	76,1	38,05	152,2	11		
23131SG	52	26	104	0		
24002SG	44,5	22,25	89	0		
23222SGR	207,2	103,6	414,4	0		
23778SG	12,4	6,2	24,8	312		
23660SG	135,9	67,95	271,8	0		
24069SG	46,5	23,25	93	0		
24019SG	38	19	76	67		
23649SGR	97,8	48,9	195,6	28		
23861SG	36,3	18,15	72,6	0		
23908SG	197,6	98,8	395,2	0		
23961SG	20,9	10,45	41,8	0		
23798SG	391,5	195,75	783	0		
23885SGR	116,8	58,4	233,6	0		
23799SG	68,9	34,45	137,8	0		
23895SGR	40,1	20,05	80,2	0		
23858SG	16,2	8,1	32,4	0		
23818SG	45,2	22,6	90,4	109		
23689SG	12	6	24	103		
23714SG	63,2	31,6	126,4	0		
17498SG	51,3	25,65	102,6	0		
23878SG	42,1	21,05	84,2	29		
23999SG	27,3	13,65	54,6	0		
23613SG	162,4	81,2	324,8	0		
23808SG	78,4	39,2	156,8	0		
23973SG	47,6	23,8	95,2	55		
23864SG	23	11,5	46	0		
23991SG	42,6	21,3	85,2	0		
24015SG	42,4	21,2	84,8	0		
23718SG	45,3	22,65	90,6	0		
24013SG	26,6	13,3	53,2	250		
17507SG	65,6	32,8	131,2	5		
23983SG	36,9	18,45	73,8	0		
23641SG	168,9	84,45	337,8	0		
23711SG	27,3	13,65	54,6	0		
24040SG	15,5	7,75	31	64		
23933SG	31,3	15,65	62,6	23		
23661SG	153,8	76,9	307,6	0		
23970SG	54,4	27,2	108,8	36		
23653SG	59,3	29,65	118,6	0		
23851SG	22,6	11,3	45,2	0		
23655SG	161,5	80,75	323	0		
23705SG	19	9,5	38	0		
23800SG	68,9	34,45	137,8	0		
24000SG	16,2	8,1	32,4	0		
22954SG	19,8	9,9	39,6	0		
23849SG	19,95	9,97	39,9	0		
23948SG	22	11	44	0		
23663SG	46,7	23,35	93,4	64		
22953SG	14,6	7,3	29,2	0		
22983SG	52,3	26,15	104,6	0		
23780SG	14	7	28	0		
23179SG	195	97,5	390	0		
23978SG	75,2	37,6	150,4	0		
23602SG	53,9	26,95	107,8	0		
23225SG	51,3	25,65	102,6	0		
24011SG	20,9	10,45	41,8	107		
23852SG	45	22,5	90	0		
23758SGR	158,2	79,1	316,4	0		
23971SG	35,9	17,95	71,8	41		
23869SG	28,9	14,45	57,8	0		
23754SGR	187	93,5	374	0		
24053SG	87,7	43,85	175,4	0		
23752SGR	176,8	88,4	353,6	0		
23875SG	16,2	8,1	32,4	0		
23721SG	22	11	44	108		
23881SG	30,7	15,35	61,4	0		
24004SG	44,5	22,25	89	0		
23682SG	36	18	72	0		
23650SG	96,6	48,3	193,2	49		
23819SG	35,9	17,95	71,8	0		
23622SGR	94,4	47,2	188,8	0		
24025SG	51,3	25,65	102,6	0		
23623SG	57,6	28,8	115,2	30		
19070SG	249,7	124,85	499,4	0		
22959SG	24,2	12,1	48,4	0		
23988SG	41,7	20,85	83,4	0		
24009SG	62	31	124	0		
23614SG	105	52,5	210	0		
23681SG	48,8	24,4	97,6	0		
23829SG	188,1	94,05	376,2	0		
24008SG	20,4	10,2	40,8	31		
23965SG	36,3	18,15	72,6	0		
24022SG	72,5	36,25	145	57		
23979SG	40,1	20,05	80,2	0		
23880SG	39,9	19,95	79,8	51		
23914SG	177,5	88,75	355	0		
23588SG	148,7	74,35	297,4	0		
23921SG	73,3	36,65	146,6	4		
23662SGR	44,2	22,1	88,4	62		
24020SG	29,1	14,55	58,2	71		
23719SG	46,1	23,05	92,2	25		
23964SG	20,1	10,05	40,2	0		
23803SG	71,8	35,9	143,6	0		
17448SG	69,3	34,65	138,6	0		
23791SG	157,1	78,55	314,2	0		
23175SG	59,2	29,6	118,4	0		
23712SG	69,5	34,75	139	65		
23889SG	54,5	27,25	109	0		
23238SG	244,6	122,3	489,2	0		
23652SGR	97,8	48,9	195,6	22		
23720SG	22	11	44	0		
23685SG	35,3	17,65	70,6	0		
23894SGR	40,1	20,05	80,2	0		
23604SGR	12,3	6,15	24,6	0		
23724SG	23,5	11,75	47	0		
24039SGR	36,9	18,45	73,8	0		
23723SG	180,6	90,3	361,2	0		
23648SGR	72	36	144	0		
289533CLM	27,55	13,78	55,1	0		
294736CLM	84,85	42,42	169,7	0		
24003SG	36,3	18,15	72,6	47		
303852CLM	13,95	6,97	27,9	0		
303722CLM	23,95	11,97	47,9	0		
2365800CLM	30,05	15,03	60,1	0		
2759266CLM	10,55	5,28	21,1	0		
23481415CLM	26,85	13,43	53,7	0		
2759300CLM	10,15	5,08	20,3	0		
23481440CLM	14,25	7,12	28,5	0		
294747CLM	83,45	41,73	166,9	0		
2759256CLM	65,55	32,77	131,1	0		
304402CLM	57,95	28,98	115,9	0		
291074CLM	58,55	29,27	117,1	0		
2759277CLM	9,95	4,97	19,9	0		
302335CLM	11,55	5,78	23,1	0		
303112CLM	27,55	13,78	55,1	0		
2759294CLM	33,75	16,88	67,5	0		
2182901CLM	29,45	14,72	58,9	99		
291472CLM	10,65	5,33	21,3	0		
2776668CLM	9,55	4,78	19,1	99		
291073CLM	124,15	62,08	248,3	0		
2597388CLM	24,25	12,12	48,5	99		
279634CLM	193,35	96,67	386,7	0		
23481424CLM	27,55	13,78	55,1	0		
291480CLM	25,55	12,78	51,1	0		
2293718CLM	24,25	12,12	48,5	99		
291539CLM	31,65	15,82	63,3	0		
245919CLM	381,85	190,93	763,7	0		
2182923CLM	22,35	11,18	44,7	99		
2182965CLM	21,15	10,57	42,3	0		
291475CLM	12,95	6,47	25,9	0		
291088CLM	75,35	37,67	150,7	0		
2759265CLM	23,95	11,97	47,9	0		
291540CLM	24,35	12,18	48,7	0		
2182916CLM	13,05	6,53	26,1	0		
2827271CLM	6,85	3,42	13,7	99		
300904CLM	36,25	18,12	72,5	0		
2786177CLM	12,75	6,38	25,5	99		
304524CLM	100,85	50,42	201,7	0		
302340CLM	16,55	8,28	33,1	0		
289520CLM	18,75	9,38	37,5	0		
2776678CLM	7,85	3,92	15,7	0		
2597379CLM	15,65	7,83	31,3	99		
2182918CLM	13,85	6,92	27,7	0		
291535CLM	16,65	8,32	33,3	0		
2759284CLM	33,95	16,98	67,9	0		
2759280CLM	17,45	8,72	34,9	0		
2365805CLM	82,05	41,02	164,1	0		
291538CLM	30,65	15,32	61,3	99		
2597372CLM	6,65	3,33	13,3	99		
300741CLM	42,95	21,48	85,9	0		
279619CLM	236,45	118,22	472,9	0		
2597387CLM	26,75	13,38	53,5	99		
2759289CLM	28,65	14,32	57,3	0		
2182985CLM	21,15	10,57	42,3	0		
289530CLM	34,05	17,02	68,1	0		
2182898CLM	19,05	9,53	38,1	0		
2182983CLM	21,65	10,82	43,3	99		
2776680CLM	7,85	3,92	15,7	0		
2847289CLM	18,75	9,38	37,5	0		
2759245CLM	11,45	5,72	22,9	0		
2293716CLM	13,45	6,72	26,9	99		
302341CLM	8,55	4,28	17,1	0		
23481426CLM	27,55	13,78	55,1	0		
2786172CLM	22,95	11,47	45,9	99		
280927CLM	7,25	3,62	14,5	0		
293847CLM	77,05	38,52	154,1	0		
2182908CLM	17,95	8,97	35,9	0		
2182979CLM	16,55	8,28	33,1	0		
23481442CLM	6,75	3,38	13,5	0		
294151CLM	23,15	11,57	46,3	0		
2726353CLM	56,35	28,18	112,7	99		
289523CLM	18,75	9,38	37,5	0		
304542CLM	5,65	2,83	11,3	0		
291083CLM	66,35	33,17	132,7	99		
294721CLM	60,05	30,02	120,1	0		
279631CLM	170,85	85,42	341,7	0		
303857CLM	13,25	6,62	26,5	99		
2182970CLM	15,75	7,88	31,5	99		
280923CLM	7,05	3,52	14,1	0		
300901CLM	14,15	7,08	28,3	0		
293848CLM	77,05	38,52	154,1	0		
245918CLM	381,85	190,93	763,7	0		
2663810CLM	29,15	14,57	58,3	0		
2726351CLM	50,95	25,48	101,9	0		
2726356CLM	37,05	18,52	74,1	0		
288141CLM	160,05	80,03	320,1	0		
2597377CLM	11,55	5,78	23,1	99		
304503CLM	38,05	19,02	76,1	0		
300737CLM	49,05	24,52	98,1	99		
2293713CLM	16,65	8,32	33,3	0		
304401CLM	64,65	32,33	129,3	99		
301632CLM	57,05	28,52	114,1	0		
293853CLM	30,05	15,03	60,1	0		
300420CLM	33,25	16,62	66,5	0		
2182903CLM	20,55	10,28	41,1	99		
2597386CLM	22,95	11,47	45,9	0		
2182986CLM	15,75	7,88	31,5	0		
291560CLM	37,05	18,52	74,1	0		
288140CLM	91,25	45,62	182,5	0		
2759270CLM	33,85	16,93	67,7	0		
2597398CLM	10,65	5,33	21,3	0		
304447CLM	224,55	112,28	449,1	0		
287325CLM	112,45	56,23	224,9	0		
2776653CLM	17,55	8,78	35,1	99		
299515CLM	42,05	21,02	84,1	0		
280930CLM	7,95	3,98	15,9	0		
291546CLM	14,75	7,38	29,5	0		
294720CLM	60,05	30,02	120,1	99		
2540322CLM	42,05	21,02	84,1	99		
279640CLM	89,85	44,92	179,7	0		
2597376CLM	9,95	4,97	19,9	99		
303711CLM	18,65	9,32	37,3	0		
23481438CLM	6,05	3,02	12,1	0		
2182920CLM	22,95	11,47	45,9	0		
289518CLM	26,65	13,32	53,3	99		
282812CLM	379,85	189,93	759,7	0		
2776679CLM	9,55	4,78	19,1	99		
291531CLM	28,75	14,38	57,5	99		
2182980CLM	16,55	8,28	33,1	0		
289524CLM	26,35	13,18	52,7	0		
2847306CLM	103,35	51,67	206,7	0		
2759262CLM	120,05	60,02	240,1	0		
2293706CLM	16,65	8,32	33,3	0		
2182974CLM	7,35	3,67	14,7	99		
289521CLM	49,15	24,57	98,3	0		
300914CLM	27,15	13,57	54,3	0		
2786171CLM	16,55	8,28	33,1	0		
2293709CLM	16,55	8,28	33,1	0		
304107CLM	7,25	3,62	14,5	0		
304527CLM	91,25	45,62	182,5	0		
2597371CLM	28,35	14,18	56,7	99		
291522CLM	49,85	24,93	99,7	0		
289529CLM	11,05	5,53	22,1	99		
2759257CLM	11,05	5,53	22,1	0		
2182952CLM	20,65	10,32	41,3	99		
2857116CLM	19,05	9,53	38,1	0		
2759272CLM	21,95	10,97	43,9	0		
2759282CLM	20,35	10,18	40,7	0		
2759283CLM	33,05	16,52	66,1	99		
289531CLM	34,05	17,02	68,1	0		
2847315CLM	103,35	51,67	206,7	0		
294166CLM	30,75	15,38	61,5	0		
245922CLM	47,05	23,52	94,1	0		
291072CLM	91,15	45,58	182,3	0		
23481432CLM	21,15	10,57	42,3	0		
301633CLM	66,65	33,33	133,3	0		
2182968CLM	14,25	7,12	28,5	99		
2597389CLM	33,75	16,88	67,5	0		
303854CLM	13,95	6,97	27,9	0		
294730CLM	62,25	31,12	124,5	99		
2836421CLM	17,25	8,62	34,5	0		
294155CLM	43,75	21,88	87,5	0		
2597374CLM	12,55	6,28	25,1	99		
2847313CLM	103,35	51,67	206,7	0		
299517CLM	44,45	22,23	88,9	0		
302336CLM	12,25	6,12	24,5	0		
2182962CLM	55,15	27,57	110,3	99		
2182981CLM	16,55	8,28	33,1	0		
294154CLM	30,65	15,32	61,3	0		
303843CLM	39,65	19,82	79,3	0		
2726350CLM	43,45	21,73	86,9	0		
2786176CLM	11,05	5,53	22,1	0		
2182950CLM	22,95	11,47	45,9	0		
2861241CLM	34,65	17,32	69,3	0		
2540326CLM	17,15	8,57	34,3	0		
2847316CLM	103,35	51,67	206,7	0		
2759246CLM	12,65	6,33	25,3	0		
2597382CLM	13,85	6,92	27,7	0		
294743CLM	244,15	122,08	488,3	0		
2786173CLM	17,95	8,97	35,9	0		
294160CLM	39,25	19,62	78,5	0		
294152CLM	31,95	15,97	63,9	0		
304533CLM	110,35	55,17	220,7	0		
2847305CLM	103,35	51,67	206,7	0		
2759263CLM	76,85	38,42	153,7	0		
2759291CLM	27,45	13,72	54,9	0		
2182982CLM	19,65	9,82	39,3	0		
301618CLM	33,95	16,98	67,9	0		
294733CLM	62,25	31,12	124,5	99		
279632CLM	242,85	121,42	485,7	0		
278456CLM	61,95	30,98	123,9	0		
299516CLM	39,55	19,77	79,1	99		
293845CLM	112,45	56,23	224,9	99		
2182978CLM	16,55	8,28	33,1	0		
291542CLM	16,05	8,03	32,1	99		
23481428CLM	22,95	11,47	45,9	0		
280928CLM	7,25	3,62	14,5	0		
2182961CLM	38,05	19,02	76,1	0		
2182914CLM	25,45	12,72	50,9	0		
304514CLM	121,55	60,77	243,1	0		
2597373CLM	7,75	3,88	15,5	99		
2182959CLM	39,25	19,62	78,5	99		
286940CLM	33,25	16,62	66,5	0		
2857122CLM	19,05	9,53	38,1	0		
291474CLM	10,65	5,33	21,3	0		
2182902CLM	20,55	10,28	41,1	99		
2759269CLM	21,95	10,97	43,9	0		
2759252CLM	9,95	4,97	19,9	0		
294158CLM	30,65	15,32	61,3	0		
302342CLM	8,55	4,28	17,1	0		
2182907CLM	17,95	8,97	35,9	0		
2786175CLM	11,95	5,97	23,9	99		
2827275CLM	7,75	3,88	15,5	0		
2182972CLM	43,85	21,93	87,7	99		
2759281CLM	14,15	7,08	28,3	99		
303858CLM	13,45	6,72	26,9	99		
291525CLM	33,95	16,98	67,9	0		
291557CLM	18,45	9,22	36,9	0		
2597384CLM	21,05	10,53	42,1	0		
300736CLM	49,05	24,52	98,1	99		
2847299CLM	103,35	51,67	206,7	0		
2759251CLM	16,55	8,28	33,1	0		
2597375CLM	10,95	5,47	21,9	99		
2597381CLM	11,95	5,97	23,9	0		
23481431CLM	22,95	11,47	45,9	0		
288446CLM	12,95	6,47	25,9	99		
300738CLM	30,55	15,28	61,1	0		
2597380CLM	9,95	4,97	19,9	0		
23481419CLM	26,05	13,03	52,1	0		
294149CLM	21,15	10,57	42,3	0		
2847317CLM	103,35	51,67	206,7	0		
2182922CLM	22,35	11,18	44,7	0		
2182896CLM	12,95	6,47	25,9	0		
279635CLM	230,15	115,08	460,3	0		
291089CLM	26,35	13,18	52,7	99		
2293711CLM	28,15	14,07	56,3	0		
245917CLM	381,85	190,93	763,7	0		
302339CLM	11,25	5,62	22,5	0		
293846CLM	115,55	57,77	231,1	99		
2182904CLM	19,65	9,82	39,3	0		
279620CLM	144,95	72,47	289,9	0		
2759271CLM	33,85	16,93	67,7	0		
303847CLM	13,55	6,78	27,1	0		
2597400CLM	21,45	10,72	42,9	0		
304511CLM	101,75	50,88	203,5	0		
294159CLM	24,45	12,22	48,9	0		
293842CLM	22,15	11,07	44,3	99		
304530CLM	76,35	38,17	152,7	0		
2759264CLM	17,15	8,57	34,3	0		
2182947CLM	11,25	5,62	22,5	0		
294150CLM	39,25	19,62	78,5	99		
2836410CLM	20,55	10,28	41,1	0		
245923CLM	47,05	23,52	94,1	99		
2726352CLM	43,45	21,73	86,9	0		
278463CLM	21,25	10,62	42,5	0		
257455CLM	44,35	22,18	88,7	0		
303845CLM	13,55	6,78	27,1	0		
300735CLM	38,05	19,02	76,1	99		
2182958CLM	53,55	26,77	107,1	0		
2597391CLM	33,75	16,88	67,5	0		
2546142CLM	14,75	7,38	29,5	0		
294153CLM	31,95	15,97	63,9	0		
280929CLM	5,45	2,73	10,9	0		
23481425CLM	29,15	14,57	58,3	0		
303848CLM	13,95	6,97	27,9	0		
303707CLM	13,65	6,83	27,3	0		
2776670CLM	9,55	4,78	19,1	0		
23481414CLM	24,15	12,07	48,3	0		
2827272CLM	7,25	3,62	14,5	0		
2827273CLM	7,75	3,88	15,5	0		
303632CLM	16,55	8,28	33,1	0		
2759299CLM	40,35	20,18	80,7	0		
2182967CLM	13,85	6,92	27,7	0		
303855CLM	13,25	6,62	26,5	0		
2182912CLM	8,25	4,12	16,5	0		
23481427CLM	26,85	13,43	53,7	0		
286941CLM	65,85	32,92	131,7	0		
303849CLM	13,25	6,62	26,5	99		
278457CLM	62,25	31,12	124,5	0		
2182926CLM	13,05	6,53	26,1	0		
299514CLM	39,55	19,77	79,1	0		
2182976CLM	17,95	8,97	35,9	0		
303615CLM	16,55	8,28	33,1	0		
2182927CLM	21,15	10,57	42,3	0		
289526CLM	10,85	5,42	21,7	99		
23481437CLM	17,45	8,72	34,9	0		
2182975CLM	19,65	9,82	39,3	0		
2726355CLM	40,35	20,18	80,7	0		
280922CLM	7,05	3,52	14,1	0		
2759260CLM	41,85	20,93	83,7	0		
2836420CLM	13,65	6,83	27,3	99		
304510CLM	43,35	21,68	86,7	99		
303856CLM	13,45	6,72	26,9	99		
2597378CLM	12,75	6,38	25,5	99		
304425CLM	110,35	55,17	220,7	0		
301631CLM	27,55	13,78	55,1	0		
291545CLM	21,65	10,82	43,3	99		
280932CLM	7,25	3,62	14,5	0		
2597385CLM	25,85	12,93	51,7	0		
2540317CLM	23,75	11,88	47,5	99		
2182917CLM	13,05	6,53	26,1	0		
289940CLM	91,95	45,98	183,9	0		
291473CLM	12,95	6,47	25,9	0		
300915CLM	28,45	14,22	56,9	0		
301628CLM	38,05	19,02	76,1	0		
2182906CLM	17,95	8,97	35,9	0		
2182971CLM	16,85	8,43	33,7	99		
291070CLM	177,15	88,58	354,3	99		
293844CLM	26,05	13,03	52,1	0		
291084CLM	40,75	20,38	81,5	99		
280931CLM	5,75	2,88	11,5	0		
304517CLM	91,25	45,62	182,5	0		
304520CLM	43,35	21,68	86,7	99		
303109CLM	38,85	19,43	77,7	0		
2182973CLM	17,35	8,68	34,7	99		
2546141CLM	10,55	5,28	21,1	0		
278459CLM	61,65	30,82	123,3	0		
289522CLM	50,75	25,38	101,5	0		
6879VC	92	46	184	0		
18964SG	68,3	34,15	136,6	0		
24170SG	56,1	28,05	112,2	0		
24169SG	20,4	10,2	40,8	0		
23262SG	79,8	39,9	159,6	0		
23261SG	109,5	54,75	219	0		
24149SG	59,2	29,6	118,4	0		
24148SG	107,2	53,6	214,4	0		
24509SG	71,4	35,7	142,8	0		
24510SG	86,3	43,15	172,6	13		
24164SG	69,8	34,9	139,6	0		
24165SG	66,7	33,35	133,4	0		
24163SG	90,1	45,05	180,2	16		
24392SG	44,3	22,15	88,6	0		
24404SG	562,2	281,1	1124,4	16		
24389SG	458,5	229,25	917	0		
24172SG	247,1	123,55	494,2	0		
24221SG	20,9	10,45	41,8	0		
24373SG	65,6	32,8	131,2	0		
24189SG	65,6	32,8	131,2	0		
24150SG	446,1	223,05	892,2	25		
24584SG	263,7	131,85	527,4	0		
24439SG	18,7	9,35	37,4	0		
24429SG	20,9	10,45	41,8	0		
24430SG	41,4	20,7	82,8	0		
24480SG	40,2	20,1	80,4	22		
24438SG	36,6	18,3	73,2	0		
24478SG	40,1	20,05	80,2	0		
24479SG	40,1	20,05	80,2	0		
24475SG	43,6	21,8	87,2	30		
24520SG	65,6	32,8	131,2	0		
24750SG	32,5	16,25	65	0		
24410SG	124,8	62,4	249,6	0		
24534SG	34,7	17,35	69,4	0		
25543SG	57	28,5	114	0		
24379SG	77,8	38,9	155,6	0		
24303SG	126,3	63,15	252,6	0		
25254SG	89,8	44,9	179,6	33		
24173SG	161,5	80,75	323	0		
24574SG	60,9	30,45	121,8	0		
24753SG	77,8	38,9	155,6	0		
24560SG	132,1	66,05	264,2	0		
24870SG	221,7	110,85	443,4	14		
24395SG	105,5	52,75	211	23		
25153SG	28,6	14,3	57,2	0		
25060SG	246,3	123,15	492,6	14		
24409SG	96,3	48,15	192,6	22		
24745SG	29,9	14,95	59,8	0		
24220SG	33,5	16,75	67	0		
24608SG	16,4	8,2	32,8	232		
25579SG	26,5	13,25	53	0		
24563SG	116,8	58,4	233,6	0		
25304SG	40	20	80	0		
24600SG	42,6	21,3	85,2	0		
25063SG	856,2	428,1	1712,4	0		
25262SG	60,9	30,45	121,8	0		
24362SG	100,8	50,4	201,6	0		
24545SG	36,9	18,45	73,8	0		
24913SG	40,1	20,05	80,2	0		
24368SG	178,1	89,05	356,2	0		
24313SG	51,4	25,7	102,8	47		
