sku	price	minimum-seller-allowed-price	maximum-seller-allowed-price	quantity	fulfillment-channel	handling-time
267669CLM	30,65	15,32	61,3	99		
2597625CLM	12,45	6,22	24,9	99		
2185754CLM	8,75	4,38	17,5	99		
3041258CLM	13,05	6,53	26,1	99		
300936CLM	23,25	11,62	46,5	0		
2836635CLM	16,25	8,12	32,5	0		
2676124CLM	14,55	7,28	29,1	99		
2836637CLM	16,25	8,12	32,5	0		
2861282CLM	29,95	14,97	59,9	99		
21821168CLM	17,25	8,62	34,5	99		
308843CLM	18,05	9,03	36,1	99		
2841119CLM	53,95	26,98	107,9	99		
27761022CLM	21,15	10,57	42,3	99		
3067142CLM	14,15	7,08	28,3	99		
300945CLM	23,25	11,62	46,5	0		
2705137CLM	20,35	10,18	40,7	99		
2879174CLM	27,45	13,72	54,9	99		
2714382CLM	36,95	18,48	73,9	0		
2597641CLM	16,85	8,43	33,7	99		
301520CLM	155,05	77,53	310,1	99		
310306CLM	16,65	8,32	33,3	99		
308844CLM	15,95	7,97	31,9	99		
2841115CLM	53,95	26,98	107,9	99		
2692148CLM	33,45	16,73	66,9	99		
2597640CLM	13,45	6,72	26,9	99		
2836638CLM	16,25	8,12	32,5	0		
308829CLM	29,85	14,93	59,7	99		
3067164CLM	14,15	7,08	28,3	99		
2293823CLM	25,65	12,82	51,3	0		
2705120CLM	14,25	7,12	28,5	0		
3041272CLM	12,85	6,42	25,7	99		
307166CLM	55,35	27,68	110,7	99		
3067158CLM	14,15	7,08	28,3	99		
2889211CLM	16,95	8,47	33,9	99		
2879171CLM	41,35	20,68	82,7	0		
306786CLM	15,75	7,88	31,5	0		
2705136CLM	14,25	7,12	28,5	99		
2676126CLM	27,35	13,68	54,7	99		
2597635CLM	11,85	5,92	23,7	99		
3067114CLM	16,05	8,03	32,1	99		
2836640CLM	14,25	7,12	28,5	0		
301515CLM	102,45	51,23	204,9	99		
2714371CLM	15,95	7,97	31,9	99		
309794CLM	14,55	7,28	29,1	99		
21821175CLM	27,65	13,82	55,3	0		
2185747CLM	9,15	4,58	18,3	0		
2676188CLM	11,25	5,62	22,5	99		
2597644CLM	13,45	6,72	26,9	0		
306792CLM	15,75	7,88	31,5	0		
306787CLM	15,75	7,88	31,5	0		
2705123CLM	25,85	12,93	51,7	99		
2705122CLM	21,05	10,53	42,1	99		
2890490CLM	14,55	7,28	29,1	99		
27761041CLM	24,65	12,32	49,3	0		
310303CLM	27,65	13,82	55,3	99		
307229CLM	154,25	77,12	308,5	99		
310204CLM	75,05	37,52	150,1	99		
2676200CLM	27,35	13,68	54,7	99		
2827510CLM	13,05	6,53	26,1	99		
2705119CLM	13,65	6,83	27,3	99		
21821178CLM	27,65	13,82	55,3	99		
2185748CLM	11,15	5,58	22,3	0		
3067115CLM	14,15	7,08	28,3	99		
23481654CLM	14,35	7,17	28,7	99		
3067148CLM	12,45	6,22	24,9	99		
2676208CLM	15,25	7,62	30,5	99		
2714309CLM	21,05	10,53	42,1	99		
22212989CLM	16,55	8,28	33,1	0		
300935CLM	25,65	12,82	51,3	99		
301514CLM	102,45	51,23	204,9	99		
2692144CLM	17,95	8,97	35,9	0		
23481663CLM	10,65	5,33	21,3	99		
2676119CLM	13,15	6,58	26,3	99		
2705135CLM	13,65	6,83	27,3	99		
3067149CLM	12,45	6,22	24,9	99		
307154CLM	21,45	10,72	42,9	0		
301513CLM	102,45	51,23	204,9	99		
306783CLM	15,75	7,88	31,5	0		
309733CLM	9,15	4,58	18,3	99		
2692143CLM	18,65	9,32	37,3	0		
27761035CLM	16,25	8,12	32,5	99		
21821172CLM	22,55	11,28	45,1	99		
3067157CLM	14,15	7,08	28,3	99		
22213002CLM	25,65	12,82	51,3	99		
2705128CLM	14,25	7,12	28,5	99		
2430226CLM	44,75	22,38	89,5	99		
2574117CLM	21,65	10,82	43,3	99		
2861289CLM	38,35	19,18	76,7	0		
23481660CLM	10,65	5,33	21,3	99		
2861284CLM	25,35	12,68	50,7	99		
2676138CLM	72,25	36,12	144,5	99		
27761014CLM	30,65	15,32	61,3	99		
2890489CLM	16,85	8,43	33,7	99		
3067133CLM	14,15	7,08	28,3	99		
27761048CLM	27,35	13,68	54,7	0		
2836639CLM	16,25	8,12	32,5	99		
2684337CLM	21,05	10,53	42,1	99		
308648CLM	12,75	6,38	25,5	99		
3067130CLM	14,15	7,08	28,3	99		
2676185CLM	16,15	8,07	32,3	99		
21821166CLM	49,25	24,62	98,5	99		
2293813CLM	24,95	12,47	49,9	99		
3067122CLM	12,45	6,22	24,9	99		
3041267CLM	9,25	4,62	18,5	0		
306795CLM	14,05	7,03	28,1	0		
310301CLM	16,95	8,47	33,9	99		
3067141CLM	14,15	7,08	28,3	99		
2676131CLM	25,65	12,82	51,3	99		
27761081CLM	16,25	8,12	32,5	99		
3041263CLM	11,35	5,67	22,7	0		
309901CLM	62,95	31,48	125,9	99		
27761029CLM	38,65	19,32	77,3	99		
2676192CLM	28,85	14,43	57,7	99		
309818CLM	24,95	12,47	49,9	0		
2676137CLM	72,25	36,12	144,5	99		
2676139CLM	58,35	29,18	116,7	99		
3067110CLM	16,05	8,03	32,1	99		
2676154CLM	25,85	12,93	51,7	99		
2692149CLM	32,15	16,07	64,3	0		
308522CLM	20,35	10,18	40,7	99		
300934CLM	23,25	11,62	46,5	0		
2676169CLM	10,25	5,12	20,5	99		
2676191CLM	28,85	14,43	57,7	99		
27761078CLM	46,25	23,12	92,5	99		
2705130CLM	15,65	7,83	31,3	99		
300932CLM	41,45	20,73	82,9	99		
2692151CLM	33,45	16,73	66,9	99		
2692134CLM	21,05	10,53	42,1	99		
306791CLM	15,75	7,88	31,5	0		
2676174CLM	11,55	5,78	23,1	99		
247190CLM	18,65	9,32	37,3	99		
2714303CLM	19,65	9,82	39,3	0		
309820CLM	14,15	7,08	28,3	99		
309750CLM	9,15	4,58	18,3	99		
308651CLM	11,05	5,53	22,1	0		
27761032CLM	32,45	16,23	64,9	0		
2293829CLM	25,65	12,82	51,3	0		
27761079CLM	16,25	8,12	32,5	99		
2726416CLM	62,45	31,23	124,9	99		
27761031CLM	38,65	19,32	77,3	99		
23481659CLM	14,25	7,12	28,5	99		
2676136CLM	61,45	30,73	122,9	99		
2714314CLM	20,25	10,12	40,5	99		
2705133CLM	21,05	10,53	42,1	99		
27761027CLM	22,75	11,38	45,5	99		
2597645CLM	16,85	8,43	33,7	99		
300944CLM	23,25	11,62	46,5	0		
299552CLM	46,25	23,12	92,5	99		
27761077CLM	64,45	32,23	128,9	99		
2705131CLM	16,25	8,12	32,5	99		
2714307CLM	19,65	9,82	39,3	0		
2597651CLM	11,85	5,92	23,7	99		
3067135CLM	14,15	7,08	28,3	99		
3067126CLM	12,45	6,22	24,9	99		
2861288CLM	31,65	15,82	63,3	0		
308529CLM	18,05	9,03	36,1	0		
2692147CLM	21,05	10,53	42,1	99		
3067153CLM	12,45	6,22	24,9	99		
2758587CLM	46,25	23,12	92,5	99		
27761013CLM	22,75	11,38	45,5	99		
2597632CLM	19,45	9,72	38,9	0		
308846CLM	18,05	9,03	36,1	99		
2889205CLM	16,95	8,47	33,9	99		
3067128CLM	12,45	6,22	24,9	99		
2676155CLM	33,65	16,82	67,3	99		
2676172CLM	11,25	5,62	22,5	99		
3067136CLM	14,15	7,08	28,3	99		
300929CLM	28,95	14,47	57,9	99		
2714386CLM	18,15	9,07	36,3	0		
2847675CLM	38,35	19,18	76,7	99		
22212985CLM	20,25	10,12	40,5	0		
306793CLM	14,05	7,03	28,1	99		
300937CLM	23,25	11,62	46,5	0		
27761045CLM	24,65	12,32	49,3	0		
308654CLM	14,95	7,47	29,9	99		
2597654CLM	16,15	8,07	32,3	99		
291577CLM	17,25	8,62	34,5	0		
2758591CLM	46,25	23,12	92,5	0		
308932CLM	35,75	17,88	71,5	99		
3067132CLM	14,15	7,08	28,3	99		
291576CLM	11,95	5,97	23,9	0		
23481650CLM	9,95	4,97	19,9	99		
23481666CLM	9,95	4,97	19,9	0		
306799CLM	11,45	5,72	22,9	0		
2889204CLM	16,95	8,47	33,9	99		
310309CLM	18,05	9,03	36,1	99		
2692145CLM	18,65	9,32	37,3	0		
309816CLM	14,85	7,42	29,7	0		
2841107CLM	53,95	26,98	107,9	99		
3069112CLM	10,65	5,33	21,3	99		
22212988CLM	20,25	10,12	40,5	0		
212574CLM	90,15	45,08	180,3	99		
2676130CLM	24,25	12,12	48,5	99		
2861286CLM	16,05	8,03	32,1	99		
308524CLM	18,65	9,32	37,3	99		
2705112CLM	14,25	7,12	28,5	99		
2836643CLM	16,25	8,12	32,5	0		
2726405CLM	40,85	20,43	81,7	99		
27761073CLM	46,25	23,12	92,5	99		
2861281CLM	41,45	20,73	82,9	99		
2861293CLM	27,35	13,68	54,7	0		
3067154CLM	12,45	6,22	24,9	99		
300939CLM	23,25	11,62	46,5	0		
2705126CLM	15,65	7,83	31,3	99		
2676207CLM	25,85	12,93	51,7	99		
2714379CLM	21,15	10,57	42,3	0		
22212987CLM	17,25	8,62	34,5	99		
2676167CLM	10,25	5,12	20,5	99		
247179CLM	13,95	6,97	27,9	99		
2714311CLM	18,65	9,32	37,3	0		
3067124CLM	12,45	6,22	24,9	99		
2714384CLM	21,15	10,57	42,3	0		
2676203CLM	25,65	12,82	51,3	99		
308929CLM	30,65	15,32	61,3	99		
308828CLM	21,25	10,62	42,5	99		
2692155CLM	45,55	22,77	91,1	0		
3067119CLM	14,15	7,08	28,3	99		
2714305CLM	21,85	10,93	43,7	99		
2597648CLM	13,05	6,53	26,1	99		
2836636CLM	16,25	8,12	32,5	99		
2726376CLM	35,25	17,62	70,5	99		
2676122CLM	20,45	10,22	40,9	99		
2692142CLM	17,95	8,97	35,9	0		
2705113CLM	15,65	7,83	31,3	99		
212577CLM	24,95	12,47	49,9	99		
2861291CLM	18,45	9,22	36,9	99		
309814CLM	12,15	6,08	24,3	0		
2714368CLM	15,95	7,97	31,9	0		
2185755CLM	7,75	3,88	15,5	0		
27761018CLM	22,75	11,38	45,5	99		
23481667CLM	9,95	4,97	19,9	99		
301517CLM	72,05	36,02	144,1	99		
307231CLM	87,25	43,62	174,5	99		
27761023CLM	22,75	11,38	45,5	99		
2597647CLM	11,85	5,92	23,7	99		
2705132CLM	17,25	8,62	34,5	99		
23481669CLM	9,75	4,88	19,5	0		
27761080CLM	16,25	8,12	32,5	99		
300940CLM	23,25	11,62	46,5	0		
2676164CLM	30,15	15,07	60,3	0		
247182CLM	11,35	5,67	22,7	0		
2861299CLM	16,05	8,03	32,1	99		
2676199CLM	28,25	14,12	56,5	99		
309780CLM	9,15	4,58	18,3	0		
308649CLM	11,05	5,53	22,1	0		
27761025CLM	21,15	10,57	42,3	99		
2692146CLM	20,15	10,07	40,3	99		
2873108CLM	55,35	27,68	110,7	99		
2676121CLM	25,25	12,62	50,5	0		
2705116CLM	17,25	8,62	34,5	99		
2705111CLM	15,65	7,83	31,3	99		
2890491CLM	16,25	8,12	32,5	99		
300930CLM	28,95	14,47	57,9	0		
2714304CLM	21,85	10,93	43,7	99		
27761020CLM	21,15	10,57	42,3	99		
2847680CLM	25,65	12,82	51,3	99		
2676146CLM	29,25	14,62	58,5	99		
309904CLM	62,95	31,48	125,9	99		
310310CLM	16,25	8,12	32,5	99		
3041260CLM	13,05	6,53	26,1	99		
2597630CLM	19,45	9,72	38,9	99		
2684338CLM	21,05	10,53	42,1	99		
2861301CLM	16,05	8,03	32,1	0		
22213000CLM	19,45	9,72	38,9	99		
307149CLM	20,35	10,18	40,7	99		
308644CLM	14,25	7,12	28,5	99		
2879173CLM	34,75	17,38	69,5	0		
301516CLM	72,05	36,02	144,1	99		
2836647CLM	28,25	14,12	56,5	99		
2676120CLM	25,65	12,82	51,3	0		
27761019CLM	21,15	10,57	42,3	99		
309775CLM	9,15	4,58	18,3	99		
2705117CLM	21,05	10,53	42,1	99		
2597636CLM	13,05	6,53	26,1	99		
2714306CLM	19,65	9,82	39,3	0		
2873107CLM	108,55	54,27	217,1	99		
2293822CLM	11,95	5,97	23,9	0		
3067123CLM	12,45	6,22	24,9	99		
308519CLM	18,05	9,03	36,1	0		
21821164CLM	44,55	22,27	89,1	99		
2879170CLM	32,15	16,07	64,3	99		
307150CLM	20,35	10,18	40,7	99		
27761068CLM	18,65	9,32	37,3	99		
301519CLM	155,05	77,53	310,1	99		
3069100CLM	10,65	5,33	21,3	0		
309903CLM	62,95	31,48	125,9	99		
3067145CLM	12,45	6,22	24,9	99		
2676123CLM	30,65	15,32	61,3	99		
2705134CLM	13,65	6,83	27,3	99		
2185746CLM	9,55	4,78	19,1	99		
309741CLM	9,15	4,58	18,3	99		
2714312CLM	18,65	9,32	37,3	0		
21821157CLM	19,35	9,68	38,7	99		
308845CLM	15,95	7,97	31,9	99		
309756CLM	9,15	4,58	18,3	99		
2714359CLM	26,65	13,32	53,3	99		
308521CLM	19,35	9,68	38,7	0		
309745CLM	7,55	3,77	15,1	0		
247185CLM	10,25	5,12	20,5	99		
2676165CLM	30,15	15,07	60,3	0		
310203CLM	61,45	30,73	122,9	99		
3067109CLM	14,05	7,03	28,1	0		
306782CLM	15,75	7,88	31,5	0		
309743CLM	9,15	4,58	18,3	99		
309753CLM	9,15	4,58	18,3	99		
3067103CLM	16,05	8,03	32,1	99		
2705127CLM	15,65	7,83	31,3	99		
2726408CLM	52,25	26,12	104,5	99		
27761015CLM	13,95	6,97	27,9	99		
300941CLM	23,25	11,62	46,5	0		
309731CLM	9,15	4,58	18,3	99		
309737CLM	9,15	4,58	18,3	99		
309740CLM	9,15	4,58	18,3	0		
309758CLM	9,15	4,58	18,3	99		
309752CLM	9,15	4,58	18,3	99		
2597637CLM	15,55	7,78	31,1	99		
2676135CLM	49,25	24,62	98,5	99		
309734CLM	9,15	4,58	18,3	99		
309732CLM	9,15	4,58	18,3	99		
309739CLM	7,55	3,77	15,1	0		
309748CLM	7,55	3,77	15,1	0		
309738CLM	9,15	4,58	18,3	99		
309755CLM	9,15	4,58	18,3	99		
309744CLM	9,15	4,58	18,3	99		
309812CLM	24,95	12,47	49,9	0		
309746CLM	9,15	4,58	18,3	99		
309757CLM	9,15	4,58	18,3	99		
309736CLM	9,15	4,58	18,3	99		
27761072CLM	64,45	32,23	128,9	99		
309749CLM	7,55	3,77	15,1	0		
309747CLM	7,55	3,77	15,1	0		
309754CLM	9,15	4,58	18,3	99		
309751CLM	9,15	4,58	18,3	99		
309785CLM	9,15	4,58	18,3	0		
309735CLM	9,15	4,58	18,3	99		
2714397CLM	11,75	5,88	23,5	0		
2714403CLM	24,65	12,32	49,3	0		
2714405CLM	24,65	12,32	49,3	0		
2714390CLM	24,65	12,32	49,3	0		
2714406CLM	18,15	9,07	36,3	0		
2714388CLM	31,15	15,57	62,3	0		
2714401CLM	18,15	9,07	36,3	0		
2714399CLM	18,15	9,07	36,3	0		
2714400CLM	18,15	9,07	36,3	0		
2714398CLM	11,75	5,88	23,5	0		
2663933CLM	55,85	27,93	111,7	0		
26631193CLM	49,15	24,57	98,3	0		
2663970CLM	42,85	21,43	85,7	0		
26631185CLM	53,95	26,98	107,9	99		
26631072CLM	30,65	15,32	61,3	99		
26631177CLM	55,85	27,93	111,7	0		
26631130CLM	42,85	21,43	85,7	0		
26631200CLM	28,45	14,22	56,9	0		
26631201CLM	55,25	27,62	110,5	0		
2663969CLM	29,75	14,88	59,5	0		
26631170CLM	24,45	12,22	48,9	0		
26631129CLM	49,35	24,68	98,7	0		
26631179CLM	24,45	12,22	48,9	0		
26631142CLM	29,25	14,62	58,5	99		
2663968CLM	24,45	12,22	48,9	0		
26631186CLM	49,15	24,57	98,3	99		
26631125CLM	16,15	8,07	32,3	99		
2663906CLM	31,15	15,57	62,3	0		
2663934CLM	50,55	25,27	101,1	0		
2663974CLM	24,45	12,22	48,9	0		
26631152CLM	50,85	25,43	101,7	0		
26631131CLM	24,45	12,22	48,9	0		
26631132CLM	29,25	14,62	58,5	99		
2663975CLM	30,65	15,32	61,3	99		
2663935CLM	32,05	16,02	64,1	0		
2663973CLM	57,05	28,52	114,1	0		
2663905CLM	50,55	25,27	101,1	0		
26631153CLM	43,25	21,62	86,5	99		
26631188CLM	29,25	14,62	58,5	99		
26631199CLM	24,45	12,22	48,9	0		
26631187CLM	25,55	12,78	51,1	99		
2663925CLM	50,55	25,27	101,1	0		
26631198CLM	50,55	25,27	101,1	0		
26631157CLM	61,55	30,77	123,1	0		
26631082CLM	30,65	15,32	61,3	99		
26631197CLM	53,95	26,98	107,9	0		
2532101CLM	14,95	7,47	29,9	0		
306931CLM	54,05	27,02	108,1	0		
21821088CLM	13,95	6,97	27,9	99		
2776776CLM	15,85	7,92	31,7	0		
2139480CLM	6,35	3,17	12,7	99		
2546212CLM	23,55	11,78	47,1	99		
30512380CLM	14,35	7,17	28,7	0		
3054113CLM	12,45	6,22	24,9	99		
2546207CLM	15,55	7,78	31,1	0		
2540437CLM	38,35	19,18	76,7	99		
2546215CLM	28,85	14,43	57,7	99		
304741CLM	32,15	16,07	64,3	0		
304743CLM	32,15	16,07	64,3	0		
2532103CLM	16,15	8,07	32,3	99		
2532102CLM	14,95	7,47	29,9	0		
3069113CLM	13,05	6,53	26,1	0		
284145CLM	16,25	8,12	32,5	99		
291587CLM	29,55	14,78	59,1	0		
2776784CLM	17,25	8,62	34,5	99		
2915385CLM	27,15	13,57	54,3	0		
284135CLM	27,95	13,97	55,9	0		
2532108CLM	15,55	7,78	31,1	99		
3046200CLM	32,15	16,07	64,3	99		
3054105CLM	24,95	12,47	49,9	99		
2546240CLM	18,65	9,32	37,3	99		
3054109CLM	13,75	6,88	27,5	99		
284142CLM	44,75	22,38	89,5	99		
272723CLM	20,75	10,38	41,5	99		
2776853CLM	17,25	8,62	34,5	99		
284147CLM	15,05	7,53	30,1	0		
2466333CLM	12,85	6,42	25,7	0		
284140CLM	16,25	8,12	32,5	99		
21821066CLM	27,15	13,57	54,3	0		
3046358CLM	9,95	4,97	19,9	0		
2532106CLM	15,55	7,78	31,1	99		
291581CLM	32,55	16,27	65,1	99		
284144CLM	28,85	14,43	57,7	99		
284137CLM	16,25	8,12	32,5	99		
2139481CLM	10,25	5,12	20,5	0		
3069111CLM	13,05	6,53	26,1	0		
2836545CLM	101,15	50,58	202,3	99		
3069106CLM	16,85	8,43	33,7	0		
2914134CLM	28,25	14,12	56,5	0		
2546153CLM	26,45	13,22	52,9	0		
3069109CLM	14,35	7,17	28,7	99		
293849CLM	26,05	13,03	52,1	0		
284138CLM	27,95	13,97	55,9	0		
284150CLM	15,05	7,53	30,1	0		
3054108CLM	22,95	11,47	45,9	99		
2546188CLM	15,85	7,92	31,7	0		
3069116CLM	16,85	8,43	33,7	0		
2546172CLM	13,25	6,62	26,5	0		
2546234CLM	28,85	14,43	57,7	99		
2466338CLM	12,85	6,42	25,7	0		
284134CLM	16,25	8,12	32,5	99		
2776843CLM	15,85	7,92	31,7	0		
2776854CLM	17,85	8,93	35,7	99		
2466343CLM	12,85	6,42	25,7	0		
280966CLM	10,95	5,47	21,9	0		
284141CLM	28,85	14,43	57,7	99		
245921CLM	40,95	20,48	81,9	0		
284153CLM	15,05	7,53	30,1	0		
245920CLM	40,95	20,48	81,9	0		
2546226CLM	15,55	7,78	31,1	0		
30512384CLM	21,25	10,62	42,5	99		
301634CLM	70,35	35,17	140,7	0		
22212918CLM	34,45	17,23	68,9	0		
284143CLM	16,25	8,12	32,5	99		
284146CLM	28,85	14,43	57,7	99		
30512395CLM	16,65	8,32	33,3	0		
2546231CLM	23,55	11,78	47,1	99		
280947CLM	10,95	5,47	21,9	0		
304745CLM	17,45	8,72	34,9	0		
2827496CLM	20,65	10,32	41,3	99		
30512733CLM	40,25	20,12	80,5	99		
2185283CLM	3,65	1,82	7,3	99		
2185557CLM	8,95	4,47	17,9	0		
22212685CLM	8,15	4,08	16,3	0		
304706CLM	35,55	17,77	71,1	0		
30512644CLM	50,95	25,48	101,9	0		
2185558CLM	9,35	4,67	18,7	99		
309854CLM	36,85	18,43	73,7	99		
306401CLM	15,55	7,78	31,1	99		
2827252CLM	14,05	7,03	28,1	99		
304722CLM	32,15	16,07	64,3	0		
2185543CLM	8,95	4,47	17,9	99		
2546220CLM	17,25	8,62	34,5	0		
2827382CLM	12,65	6,33	25,3	0		
301902CLM	26,85	13,43	53,7	99		
309869CLM	36,85	18,43	73,7	0		
3054117CLM	31,95	15,97	63,9	99		
2185770CLM	8,75	4,38	17,5	99		
2185544CLM	9,55	4,78	19,1	99		
2827379CLM	28,25	14,12	56,5	99		
2185459CLM	8,75	4,38	17,5	99		
2827251CLM	15,45	7,72	30,9	99		
2185436CLM	9,45	4,72	18,9	0		
2185434CLM	7,15	3,58	14,3	0		
2827499CLM	12,85	6,42	25,7	0		
2185515CLM	7,95	3,98	15,9	0		
2185514CLM	8,75	4,38	17,5	99		
2827516CLM	26,45	13,22	52,9	0		
2185768CLM	9,45	4,72	18,9	0		
2827377CLM	21,15	10,57	42,3	99		
2185563CLM	9,55	4,78	19,1	99		
309891CLM	30,65	15,32	61,3	99		
2185450CLM	7,75	3,88	15,5	99		
2185547CLM	11,85	5,92	23,7	99		
2185549CLM	10,85	5,42	21,7	99		
2185308CLM	8,15	4,08	16,3	99		
2185504CLM	9,55	4,78	19,1	99		
309886CLM	30,65	15,32	61,3	99		
2185761CLM	11,85	5,92	23,7	99		
291146CLM	43,95	21,98	87,9	99		
3046446CLM	9,15	4,58	18,3	0		
2185345CLM	9,55	4,78	19,1	99		
309873CLM	36,85	18,43	73,7	0		
2185451CLM	8,15	4,08	16,3	99		
2185443CLM	10,85	5,42	21,7	99		
2827361CLM	12,25	6,12	24,5	0		
309863CLM	26,05	13,03	52,1	0		
2185537CLM	11,65	5,83	23,3	0		
2185487CLM	11,65	5,83	23,3	0		
2185559CLM	8,75	4,38	17,5	99		
2827512CLM	36,95	18,48	73,9	0		
3064129CLM	18,25	9,12	36,5	0		
2185553CLM	9,35	4,67	18,7	0		
2185524CLM	9,55	4,78	19,1	99		
309857CLM	27,05	13,53	54,1	99		
23481541CLM	15,85	7,92	31,7	0		
3046372CLM	9,95	4,97	19,9	0		
2185435CLM	7,95	3,98	15,9	0		
309846CLM	39,55	19,77	79,1	0		
306419CLM	44,25	22,12	88,5	0		
2185485CLM	9,55	4,78	19,1	99		
2185446CLM	8,75	4,38	17,5	0		
3064251CLM	44,25	22,12	88,5	0		
2827506CLM	28,25	14,12	56,5	0		
2185525CLM	10,95	5,47	21,9	99		
2185531CLM	9,55	4,78	19,1	99		
2827391CLM	10,75	5,38	21,5	0		
2185349CLM	9,55	4,78	19,1	99		
2185542CLM	8,15	4,08	16,3	99		
2827190CLM	12,25	6,12	24,5	0		
309896CLM	37,15	18,57	74,3	99		
2185309CLM	7,45	3,73	14,9	0		
2185518CLM	10,85	5,42	21,7	99		
2185352CLM	8,95	4,47	17,9	0		
2827375CLM	12,25	6,12	24,5	0		
2185535CLM	9,55	4,78	19,1	0		
2185568CLM	9,45	4,72	18,9	0		
2185452CLM	7,45	3,73	14,9	0		
2827253CLM	14,05	7,03	28,1	99		
2185346CLM	10,95	5,47	21,9	99		
2185762CLM	7,15	3,58	14,3	0		
2185561CLM	9,45	4,72	18,9	0		
2185550CLM	13,05	6,53	26,1	99		
309899CLM	27,05	13,53	54,1	99		
2185566CLM	8,75	4,38	17,5	99		
3098107CLM	36,45	18,23	72,9	0		
2185505CLM	10,95	5,47	21,9	99		
2185767CLM	7,95	3,98	15,9	0		
2185461CLM	10,95	5,47	21,9	99		
2185456CLM	13,05	6,53	26,1	99		
3098133CLM	46,85	23,43	93,7	0		
2827285CLM	5,55	2,77	11,1	99		
3098127CLM	19,45	9,72	38,9	99		
309883CLM	44,25	22,12	88,5	0		
2827385CLM	19,95	9,97	39,9	0		
2185749CLM	14,35	7,17	28,7	99		
2185775CLM	9,35	4,67	18,7	0		
2185769CLM	10,35	5,17	20,7	0		
3046335CLM	11,75	5,88	23,5	0		
2185526CLM	8,75	4,38	17,5	99		
2185765CLM	10,35	5,17	20,7	0		
2185442CLM	9,55	4,78	19,1	99		
306832CLM	13,95	6,97	27,9	99		
2185556CLM	8,15	4,08	16,3	99		
2185455CLM	10,85	5,42	21,7	99		
2185779CLM	9,45	4,72	18,9	0		
2185536CLM	9,35	4,67	18,7	0		
2692135CLM	39,65	19,82	79,3	0		
2827384CLM	28,25	14,12	56,5	99		
2827373CLM	12,25	6,12	24,5	0		
284180CLM	14,95	7,47	29,9	0		
3098111CLM	36,45	18,23	72,9	0		
2827493CLM	19,55	9,78	39,1	0		
2185774CLM	8,75	4,38	17,5	0		
2185552CLM	7,95	3,98	15,9	0		
2185365CLM	7,95	3,98	15,9	0		
2185464CLM	9,55	4,78	19,1	99		
2185444CLM	13,05	6,53	26,1	99		
2827503CLM	28,25	14,12	56,5	0		
2185528CLM	10,95	5,47	21,9	0		
2185527CLM	9,55	4,78	19,1	99		
2827376CLM	12,25	6,12	24,5	0		
2185486CLM	9,35	4,67	18,7	0		
2185776CLM	11,65	5,83	23,3	0		
3064270CLM	105,55	52,77	211,1	99		
2185509CLM	8,95	4,47	17,9	99		
2185519CLM	10,95	5,47	21,9	0		
2185778CLM	7,95	3,98	15,9	99		
2185548CLM	9,55	4,78	19,1	99		
2827386CLM	21,15	10,57	42,3	99		
2185758CLM	8,75	4,38	17,5	99		
306811CLM	13,95	6,97	27,9	0		
2827378CLM	13,95	6,97	27,9	99		
2185545CLM	9,35	4,67	18,7	0		
2827507CLM	36,85	18,43	73,7	0		
306402CLM	15,55	7,78	31,1	99		
2827286CLM	9,55	4,78	19,1	99		
2185358CLM	9,15	4,58	18,3	99		
2185516CLM	9,45	4,72	18,9	0		
306818CLM	13,95	6,97	27,9	99		
2827387CLM	34,55	17,27	69,1	0		
2185511CLM	8,95	4,47	17,9	99		
2827369CLM	20,45	10,22	40,9	99		
2827501CLM	29,15	14,57	58,3	99		
2185366CLM	9,45	4,72	18,9	0		
2185759CLM	9,55	4,78	19,1	99		
2185460CLM	9,55	4,78	19,1	99		
2185564CLM	10,95	5,47	21,9	99		
2185771CLM	9,55	4,78	19,1	99		
2185523CLM	8,75	4,38	17,5	99		
2185567CLM	7,95	3,98	15,9	0		
2185520CLM	8,75	4,38	17,5	99		
2861287CLM	40,95	20,48	81,9	0		
2185454CLM	9,55	4,78	19,1	99		
2185760CLM	10,95	5,47	21,9	99		
2889109CLM	4,95	2,48	9,9	99		
2185508CLM	8,15	4,08	16,3	0		
2827490CLM	28,25	14,12	56,5	99		
2827258CLM	7,55	3,77	15,1	99		
284174CLM	14,95	7,47	29,9	0		
2185510CLM	6,65	3,33	13,3	0		
2185351CLM	8,15	4,08	16,3	99		
2185448CLM	11,65	5,83	23,3	0		
309837CLM	42,55	21,27	85,1	99		
2185529CLM	8,15	4,08	16,3	99		
2185530CLM	8,95	4,47	17,9	99		
2185766CLM	7,15	3,58	14,3	0		
2185772CLM	10,95	5,47	21,9	0		
2293816CLM	24,85	12,43	49,7	0		
2827504CLM	28,65	14,32	57,3	0		
291020CLM	91,15	45,58	182,3	99		
2185447CLM	10,85	5,42	21,7	99		
3098114CLM	46,95	23,48	93,9	0		
2185554CLM	11,65	5,83	23,3	0		
284556CLM	12,15	6,08	24,3	99		
271053CLM	20,45	10,22	40,9	0		
2852103CLM	20,65	10,32	41,3	0		
275201CLM	69,85	34,92	139,7	99		
2185517CLM	9,55	4,78	19,1	99		
306825CLM	13,95	6,97	27,9	99		
2185465CLM	10,85	5,42	21,7	99		
2185546CLM	13,05	6,53	26,1	0		
2836108CLM	13,65	6,83	27,3	0		
2185551CLM	14,35	7,17	28,7	99		
2879166CLM	19,45	9,72	38,9	0		
306737CLM	15,75	7,88	31,5	99		
