sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
3390SG	B01LXHZ2RC	16.60	0																					
3390VC	B01HK60UIS	44.90	0	44.9																				
3390VCI	B0DFZR1YNJ	44.90	0	44.9																				
3391VC	B01HK60V6Y	15.95	0	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
3392VC	B01HK60WBS	31.80	0	31.16	fixed	6	27.03	12	23.85	18	23.22	50	22.26											
3395VC	B01HK60Y2K	21.70	0																					
33969SGRI	B0GXG9XJDW	46.40	0																					
3396VC	B01HK60YW0	34.40	0																					
3397VC	B01HK60ZGU	32.20	0																					
3398VC	B01HK6101E	20.70	0																					
3399VC	B01HK610OG	19.60	0																					
3400VC	B01HK6115Y	19.60	0	19.6																				
3401VC	B01HK611M2	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
3402VC	B01HK68A8U	23.80	0	23.8																				
3404VC	B01HK6129O	23.80	0																					
3405VC	B01HK612R6	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
3406VC	B01HK61398	17.35	0	14.4																				
3407VC	B01HK613SO	28.10	0	27.54	fixed	6	23.89	12	21.08	18	20.52	50	19.67											
3408VC	B01HK614DS	46.00	0																					
3409VC	B01HK60D7G	16.60	0	16.6																				
340SG	B008O637WA	23.20	0	22.74	fixed	6	19.72	12	17.40	18	16.94	50	16.24											
340VC	B088HJRNWB	17.45	0																					
3410VC	B01HK60E66	15.40	0																					
3411VC	B01HK60F6U	32.20	0																					
3412VC	B01HK60GAA	30.10	0																					
3413VC	B01HK60H2C	17.50	0																					
3414VC	B01HK60HXQ	15.40	0	15.4																				
3415VC	B01HK60IQW	40.70	0																					
3416VC	B01HK60JNE	164.30	0	18.13	fixed	6	15.73	12	13.88	18	13.51	50	12.95											
3417VC	B01HK60KGU	51.20	0																					
3418VC	B01HK60LAA	164.30	0	14.11	fixed	6	12.24	12	10.80	18	10.52	50	10.08											
3419VC	B01HK60M1S	35.50	0																					
341SG	B008O64DHI	20.80	0	20.38	fixed	6	17.68	12	15.60	18	15.19	50	14.56											
34208SGRI	B0GXG5FMQT	41.90	0	41.06	fixed	6	35.62	12	31.43	18	30.59	50	29.33											
3420VC	B01HK60MT0	18.50	0																					
34210SGRI	B0GXFZNZKC	42.50	0																					
3422VC	B01HK60NJY	40.70	0																					
3423VC	B01HK60OCA	51.20	0	51.2																				
3424VC	B01HK60P2O	22.20	0	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
3425VC	B01HK60PW4	22.80	0	22.8																				
3427VC	B01HK60R90	17.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3428VC	B01HK60S1C	17.25	0	13.03	fixed	6	11.31	12	9.98	18	9.71	50	9.31											
3429VC	B01HK60SSK	17.35	0	14.11	fixed	6	12.24	12	10.80	18	10.52	50	10.08											
3429VCI	B0DFZHNV14	17.35	0	14.11	fixed	6	12.24	12	10.80	18	10.52	50	10.08											
3430VC	B01HK60TLQ	28.10	0																					
3430VCI	B0DFZTZX6T	28.10	0																					
34312SGRI	B0GXG4BR3M	27.00	0	26.46	fixed	6	22.95	12	20.25	18	19.71	50	18.90											
34315SGRI	B0GXGG1S7J	45.80	0	44.88	fixed	6	38.93	12	34.35	18	33.44	50	32.06											
34318SGRI	B0GXFY9292	43.70	0	42.83	fixed	6	37.15	12	32.78	18	31.91	50	30.59											
3431VC	B01HK60UAQ	17.50	0	17.5																				
3432VC	B01HK60UWY	15.15	0	12.2																				
3433VC	B01HK60VJG	17.35	0	14.4																				
3434VC	B01HK60WDG	17.35	0	15.97	fixed	6	13.86	12	12.23	18	11.90	50	11.41											
3436VC	B01HK60WUY	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
3437VC	B01HK60XIA	19.80	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
34383SGRI	B0GXGKM77K	65.60	0																					
34385SGRI	B0GXG8245W	44.90	0																					
3438VC	B01HK60YCA	24.90	0	24.9																				
3439VC	B01HK68BJI	15.95	0	13.03	fixed	6	11.31	12	9.98	18	9.71	50	9.31											
3440VC	B01HK60Z06	16.10	0	15.78	fixed	6	13.69	12	12.08	18	11.76	50	11.27											
3441VC	B01HK60ZJ2	16.10	0	15.78	fixed	6	13.69	12	12.08	18	11.76	50	11.27											
3442VC	B01HK60ZZ6	19.80	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
3443VC	B01HK610K0	15.40	0	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
3444VC	B01HK6113Q	16.80	0	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
3445VC	B01HK611J0	15.40	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
3445VCFBA	B01HK611J0	16.75		16.42	fixed	6	14.24	12	12.57	18	12.23	50	11.73											
3446VC	B01HK61262	16.10	0	15.09	fixed	6	13.09	12	11.55	18	11.25	50	10.78											
3447VC	B01HK612RQ	20.50	0	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
3448VC	B01HK6139I	15.40	0	15.78	fixed	6	13.69	12	12.08	18	11.76	50	11.27											
3449VC	B01HK613TS	15.45	0	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
3449VCFBA	B01HK613TS	16.95		16.61	fixed	6	14.41	12	12.72	18	12.38	50	11.87											
344VC0	B076N7VB76	15.95	0																					
3450VC	B01HK614C4	19.80	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
3451VC	B01HK614W4	19.80	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
3452VC	B01HVOVRDG	48.60	0	48.6																				
3453VC	B01HVOVRTA	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3454VC	B01HVOVSGC	13.65	0																					
3455VC	B01HVOVSVW	21.70	0																					
3456VC	B01HVOVTDY	47.10	0	21.27	fixed	6	18.45	12	16.28	18	15.85	50	15.19											
3457VC	B01HVOVTV6	30.10	0																					
3458VC	B01HVOVUB0	21.70	0																					
3459VC	B01HVOVURY	14.15	0	11.76	fixed	6	10.20	12	9.00	18	8.76	50	8.40											
345VC	B00K59UXIU	14.75	0	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
3460VC	B01HVOVV9Q	14.15	0	11.2																				
3461VC	B01HVOVVSW	14.15	0	11.76	fixed	6	10.20	12	9.00	18	8.76	50	8.40											
3462VC	B01HVOVWDG	14.15	0	11.2																				
3463VC	B01HVOVWX6	14.15	0	10.88	fixed	6	9.44	12	8.33	18	8.11	50	7.77											
3464VC	B01HVOVXRQ	14.15	0	10.98	fixed	6	9.52	12	8.40	18	8.18	50	7.84											
3465VC	B01HVOVXEY	14.95	0	11.76	fixed	6	10.20	12	9.00	18	8.76	50	8.40											
3466VC	B01HVOVY7U	14.05	0	10.88	fixed	6	9.44	12	8.33	18	8.11	50	7.77											
3467VC	B01HVOVYMU	20.70	0	20.7																				
34683SGRI	B0GXG3GR6T	62.20	0																					
34703SGRI	B0GXG6RXWG	68.90	0																					
3470VC	B01HVOVZJW	15.15	0																					
3471VC	B01HVOVZX8	16.25	0	11.96	fixed	6	10.37	12	9.15	18	8.91	50	8.54											
3473VC	B01HVOW0Q4	16.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3474VC	B01HVOW17C	15.15	0	12.2																				
3475VC	B01HVOW1R2	16.25	0	13.03	fixed	6	11.31	12	9.98	18	9.71	50	9.31											
3476VC	B01HVOW28U	15.15	0	12.35	fixed	6	10.71	12	9.45	18	9.20	50	8.82											
3477VC	B01HVOW2LW	15.15	0	11.96	fixed	6	10.37	12	9.15	18	8.91	50	8.54											
3477VCFBA	B01HVOW2LW	8.95		8.77	fixed	6	7.61	12	6.72	18	6.54	50	6.27											
3478VC	B01HVOW32K	15.55	0	12.35	fixed	6	10.71	12	9.45	18	9.20	50	8.82											
3479VC	B01HVOW3OI	17.25	0	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
347VCFBA	B00KAIZHL4	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											
3480VC	B01HVOW48S	15.55	0	15.24	fixed	6	13.22	12	11.67	18	11.36	50	10.89											
3481VC	B01HVOW4NI	16.25	0	13.3																				
3482VC	B01HVOW52S	20.70	0																					
3483VC	B01HVOW5IC	13.65	0																					
3484VC	B01HVOW5UA	12.25	0	12.01	fixed	6	10.42	12	9.19	18	8.95	50	8.58											
3485VC	B01HVOW67W	12.25	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3486VC	B01HVOW6IQ	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3487VC	B01HVOW6U4	13.65	0																					
3488VC	B01HVOW77Q	13.65	0																					
3489VC	B01HVOW7MG	13.65	0																					
34909SGRI	B0GXG9XDNQ	140.20	0																					
3490VC	B01HYG8MIE	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3491VC	B01HYG8NQA	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3492VC	B01HYG8OLY	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3493VC	B01HYG8PCW	13.65	0																					
3494VC	B01HYG8QIA	13.65	0	56.84	fixed	6	49.30	12	43.50	18	42.34	50	40.60											
3494VCI	B0DFZLHX59	13.65	0	56.84	fixed	6	49.30	12	43.50	18	42.34	50	40.60											
3496VC	B01HYG8SB0	12.25	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3497VC	B01HYG8T6E	13.65	0																					
34985SGRI	B0GXGC6WZL	83.90	0	82.22	fixed	6	71.32	12	62.93	18	61.25	50	58.73											
34987SGRI	B0GXG5QRSL	45.80	0																					
3499VC	B01HYG8MIY	13.65	0																					
349VC	B00KAIZFZC	16.25	0	13.3																				
349VCI	B0DFZN6HNG	16.25	0	13.3																				
3500VC	B01HYG8NQU	13.65	0	10.7																				
3501VC	B01HYG8ON2	13.65	0																					
3502RGVC	B0BX4NBX9L	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3502RGVCFBA	B0BX4NBX9L	13.18		12.92	fixed	6	11.21	12	9.89	18	9.63	50	9.23											
3503VC	B01HYG8QJE	13.65	0																					
35042SGRI	B0GXG8QDL5	27.00	0																					
35046SGRI	B0GXGGWCXM	32.90	0																					
3504VCFBA	B01D0MQ0ZS	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											false
35050SGRI	B0GXGG3KQZ	32.90	0	32.24	fixed	6	27.97	12	24.68	18	24.02	50	23.03											
35051SGRI	B0GXJS52J6	29.80	0																					
35058SGRI	B0GXG4NCX5	62.30	0																					
3505VC	B01HYG8S4M	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
35060SGRI	B0GXGKSKL2	167.90	0	164.54	fixed	6	142.72	12	125.93	18	122.57	50	117.53											
35074SGRI	B0GXGCTV52	36.80	0																					
3507VC	B01HYG8U40	13.65	0	10.49	fixed	6	9.10	12	8.03	18	7.82	50	7.49											
3508VC	B01I5PCX56	17.20	0																					
3509VC	B01I5PCZK4	16.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
350VC	B00KAIXNK6	30.10	0	30.1																				
3510VC	B01I5PD1XY	23.00	0	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
3511VC	B01I5PD3SW	17.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3513VC	B01I5PD7Z6	25.90	0	25.9																				
3514VC	B01I5PDB3Y	27.00	0																					
3515VC	B01I5PDD4G	30.10	0	30.1																				
35160SGRI	B0GXGF995K	40.40	0																					
3516VC	B01I5PDF4Y	16.25	0																					
35189SGRI	B0GXG6SCRY	31.50	0	30.87	fixed	6	26.78	12	23.63	18	23.00	50	22.05											
3518VC	B01I5PDJOU	16.25	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
35193SGRI	B0GXG8NFL2	34.00	0	33.32	fixed	6	28.90	12	25.50	18	24.82	50	23.80											
3519VC	B01I5PDLHU	19.60	0	19.6																				
35201SGRI	B0GXGHHNQW	26.00	0																					
3520VC	B01I5PDNBE	61.70	0																					
3521VC	B01I5PDQDO	21.70	0																					
35222SGRI	B0GXGC9GRB	18.00	0																					
3522VC	B01I5PDSBO	24.90	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
3523VC	B01I5PDU6C	27.00	0																					
3524VC	B01I5PDXEQ	20.70	0																					
35256SGT	B00EFGJQAA	44.90	0																					
3525VC	B01I5PE2NC	23.80	0	19.8	fixed	6	18.18	12	16.16	18	15.15													
3525VCFBA	B01I5PE2NC	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											
3526VC	B01I5PCX2O	25.90	0	25.38	fixed	6	22.02	12	19.43	18	18.91	50	18.13											
3527VC	B01I5PCZEA	21.70	0																					
3528VC	B01I5PD21K	24.90	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3529VC	B01I5PD47C	27.00	0																					
3530VC	B01I5PD60M	20.70	0	20.7																				
3531VC	B01I5PD882	14.30	0	23.32	fixed	6	20.23	12	17.85	18	17.38	50	16.66											
35326SGR	B00EFGLH7K	42.60	0																					
3532VC	B01I5PDADK	25.90	0	21.36	fixed	6	19.62	12	17.44	18	16.35													
3533VC	B01I5PDCME	21.70	0																					
3534VC	B01I5PDF9O	24.90	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3535VC	B01I5PDHJW	27.00	0	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
3536VCFBA	B01I5PDJMW	9.95		9.75	fixed	6	8.46	12	7.47	18	7.27	50	6.97											
35376SGR	B00EFGJQTG	70.40	0																					
3537VC	B01I5PDLIO	23.80	0																					
3538VC	B01I5PDNM8	30.10	0	30.1																				
3539VC	B01I5PDPGM	186.10	0	182.38	fixed	6	158.19	12	139.58	18	135.86	50	130.27											
3540VC	B01I5PDR9M	23.80	0																					
3541VC	B01I5PDT36	31.20	0	31.2																				
3542VC	B01I5PDVH0	40.70	0																					
3543VC0	B076N64RP9	20.90	0	20.9																				
3544VC0	B076N4TTX9	68.70	0																					
3545VC0	B076N7K9W6	58.70	0																					
3546VC	B07793D73R	17.00	0	17.0																				
3547VC0	B07D9W95XX	17.00	0	17.0																				
3548VC0	B07D9WPCS1	16.45	0	13.5																				
3550VC0	B076N77BSL	16.95	0																					
3552VC0	B076N7XQTM	16.00	0																					
3554VC0	B076N7GX4F	15.00	0	14.7	fixed	6	12.75	12	11.25	18	10.95	50	10.50											
3555VC0	B076N2C5JK	16.45	0	13.5																				
3555VCO	B076N2C5JK	13.10	0																					
3556VC	B076MM296P	16.55	0	13.33	fixed	6	11.56	12	10.20	18	9.93	50	9.52											
3557VC0	B076NCFVD9	16.00	0	16.0																				
3565VC	B07792H8P1	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
3566VC0	B076NF1V97	16.95	0																					
3567VC0	B076N4VQJ1	15.95	0	13.0																				
3568VC0	B076N7CKRS	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
356SG	B00C7EPHJ6	37.90	0																					
3571VC	B0779529PB	17.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3574VC	B07794BDMY	17.00	0	16.66	fixed	6	14.45	12	12.75	18	12.41	50	11.90											
3576VCT	B0CV4DJFLN	67.70	0																					
3584VCT	B0CV4CBHP6	19.90	0	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
3585VC	B07792THCK	17.25	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3589VCT	B0CV4F1QZJ	16.95	0	13.72	fixed	6	11.90	12	10.50	18	10.22	50	9.80											
3593VC0	B076N65YXY	17.00	0	23.13	fixed	6	20.06	12	17.70	18	17.23	50	16.52											
3594VCI	B0GLZSP5N1	15.50	0																					
35960SGRI	B0GXG5S4NC	38.90	0	38.12	fixed	6	33.07	12	29.18	18	28.40	50	27.23											
3596VCFBA	B07795G6PG	9.99		9.79	fixed	6	8.50	12	7.50	18	7.30	50	7.00											
359SG	B00C7EPKYS	30.40	0																					
36027SGRI	B0GXGBDTTM	16.00	0																					
3602SG	B008O61ZGK	12.10	0	11.86	fixed	6	10.29	12	9.08	18	8.84	50	8.47											
36050SGRI	B0GXG7CS1S	34.70	0	34.01	fixed	6	29.50	12	26.03	18	25.34	50	24.29											
36053SGRI	B0GXG7HLHT	34.70	0	34.01	fixed	6	29.50	12	26.03	18	25.34	50	24.29											
36060SGRI	B0GXGG6CNN	50.90	0	49.88	fixed	6	43.27	12	38.18	18	37.16	50	35.63											
36062SGRI	B0GXG8C9C2	65.90	0																					
3606VCT	B0CV4C4R19	19.20	0	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
36137SGRI	B0GXGJ4TMN	43.70	0																					
36149SGRI	B0GXFZNZKD	39.90	0	39.1	fixed	6	33.92	12	29.93	18	29.13	50	27.93											
3614VC	B07795WQZN	16.95	0	13.72	fixed	6	11.90	12	10.50	18	10.22	50	9.80											
36150SGRI	B0GXG7Y12W	29.10	0	28.52	fixed	6	24.74	12	21.83	18	21.25	50	20.37											
36176SGT	B00EFGLCU2	63.00	0																					
3619VC0	B076NDYVHN	16.20	0	15.88	fixed	6	13.77	12	12.15	18	11.83	50	11.34											
36207SGRI	B0GXGG5XLT	83.90	0																					
36208SGRI	B0GXGHL2KF	44.90	0																					
3620VC0	B076N3QJQV	20.90	0	20.48	fixed	6	17.77	12	15.68	18	15.26	50	14.63											
3621VC0	B076N5CMRK	48.80	0	47.82	fixed	6	41.48	12	36.60	18	35.63	50	34.16											
36221SGRI	B0GXGF7VCS	30.50	0																					
36229SGRI	B0GXFY21C7	98.90	0	96.92	fixed	6	84.07	12	74.18	18	72.20	50	69.23											
3622VC0	B076NBJGV7	176.80	0	52.72	fixed	6	45.73	12	40.35	18	39.28	50	37.66											
3623VC0	B076N2LYHN	80.60	0																					
3623VCI	B0DFZWCLGJ	80.60	0																					
3623VCORI	B0DFZWCLGJ	82.60	0																					
36240SGRI	B0GXG48J1S	128.30	0	125.73	fixed	6	109.06	12	96.23	18	93.66	50	89.81											
3624VC0	B076N1YP3Y	61.00	0	10.88	fixed	6	9.44	12	8.33	18	8.11	50	7.77											
3624VCI	B0DFZS9MC9	101.45	0	98.49	fixed	6	85.43	12	75.38	18	73.37	50	70.35											
3624VCORI	B0DFZS9MC9	100.50	0																					
3625VC0	B076N4CNGQ	81.00	0	11.76	fixed	6	10.20	12	9.00	18	8.76	50	8.40											
36264SGRI	B0GXGDVTXP	43.00	0																					
3626VC0	B076N7YDBZ	158.20	0	158.2																				
3626VCI	B0DFZQMRBX	158.20	0	25.97	fixed	6	23.85	12	21.20	18	19.88													
36273SGRI	B0GXG4JGY9	29.80	0																					
36280SGRI	B0GXG6JX8Z	52.90	0																					
3628VC	B076MK785H	17.10	0	24.11	fixed	6	20.91	12	18.45	18	17.96	50	17.22											
3629VC	B076MKB9ZB	40.00	0	39.2	fixed	6	34.00	12	30.00	18	29.20	50	28.00											
36300SGRI	B0GXGCCKL2	41.00	0	40.18	fixed	6	34.85	12	30.75	18	29.93	50	28.70											
3630VC0	B07D9VNC8B	16.45	0	14.6	fixed	6	12.67	12	11.18	18	10.88	50	10.43											
3631VC0	B076N4Z64J	16.55	0	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
3631VCO	B076N4Z64J	14.30	0																					
3632VCI	B0DFZV3C4H	15.00	0																					
3632VCORI	B0DFZV3C4H	17.00	0																					
3633VC0	B076N58YJY	26.40	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3633VCI	B0DFZLB4WG	26.40	0	73.4	fixed	6	63.67	12	56.18	18	54.68	50	52.43											
3634VC0	B07D9VPGBC	78.60	0																					
3635VC0	B076N61XKV	16.25	0	15.93	fixed	6	13.82	12	12.19	18	11.87	50	11.38											
3636VC0	B076N5B4SK	21.40	0	12.35	fixed	6	10.71	12	9.45	18	9.20	50	8.82											
3636VCI	B0DFZSD94M	21.40	0	89.38	fixed	6	77.52	12	68.40	18	66.58	50	63.84											
3637VC0	B076N6FP8S	19.00	0	18.62	fixed	6	16.15	12	14.25	18	13.87	50	13.30											
3637VCI	B0DFZLGFWQ	19.00	0	18.62	fixed	6	16.15	12	14.25	18	13.87	50	13.30											
36381SGRI	B0GXG5Y4G1	74.90	0	73.4	fixed	6	63.67	12	56.18	18	54.68	50	52.43											
363VC0	B076N5FHLN	28.90	0	28.32	fixed	6	24.57	12	21.68	18	21.10	50	20.23											
3641VC	B077928BTD	16.95	0	14.0																				
3642VC0	B076N85V1F	16.95	0																					
3643VC	B07D9V5NSG	24.00	0																					
3644VC	B07794G258	13.00	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
36473SGRI	B0GXG1F3FR	32.60	0																					
3647VC	B076MK53X7	15.95	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
36486SGRI	B0GXGKZSMR	27.00	0	26.46	fixed	6	22.95	12	20.25	18	19.71	50	18.90											
3648VCI	B0GLZT913L	9.80	0																					
3649VC	B088HKW3KR	15.50	0	22.54	fixed	6	19.55	12	17.25	18	16.79	50	16.10											
3650VC	B088J2BLSC	22.50	0	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
3651VC	B0778ZNCSZ	15.95	0	13.0																				
3651VCFBA	B0778ZNCSZ	11.50		11.27	fixed	6	9.78	12	8.63	18	8.40	50	8.05											
3652VC0	B076N6TX6Z	17.00	0																					
3653VC0	B076N5W4JH	17.00	0																					
36563SGRI	B0GXG9Z4FN	29.10	0	28.52	fixed	6	24.74	12	21.83	18	21.25	50	20.37											
3657VC0	B076N81J7G	26.80	0	26.26	fixed	6	22.78	12	20.10	18	19.57	50	18.76											
36588SGRI	B0GXGHLKHM	64.40	0																					
36589SGRI	B0GXFZNRM4	42.50	0																					
3658VCI	B0GM1CWV9B	10.90	0																					
36593SGRI	B0GXG4LY43	37.50	0																					
3660VC0	B076N3N1BQ	17.00	0																					
3661VC	B07794NZFP	15.00	0																					
3662VC0	B076NGVMW2	14.75	0	11.56	fixed	6	10.03	12	8.85	18	8.62	50	8.26											
3663VC0	B076N45FFJ	24.00	0																					
3664VC	B076MMYQH7	17.00	0																					
3665VC	B076MRN9FR	20.00	0	19.6	fixed	6	17.00	12	15.00	18	14.60	50	14.00											
3666VC	B076MMF8KF	21.90	0																					
3667VC	B076MMWBG6	31.80	0	31.16	fixed	6	27.03	12	23.85	18	23.22	50	22.26											
3668RGVC	B0BX4LX8W1	10.95	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
366VC0	B076N61CZ9	14.35	0																					
3671VCT	B0CV4FWVL1	23.00	0	22.54	fixed	6	19.55	12	17.25	18	16.79	50	16.10											
3675VC	B07D9WB88C	315.00	0																					
3676VCT	B0CV4C9SPQ	16.70	0																					
3678VCT	B0CV4FQZPJ	15.75	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
3679VCT	B0CV4DNSDS	15.75	0	12.74	fixed	6	11.05	12	9.75	18	9.49	50	9.10											
367SG	B00C7D6KNO	22.00	0																					
3680VCT	B0CV4DJK9V	19.90	0																					
3681VCT	B0CV4D8D8Q	67.70	0																					
3682VC	B07D9VN497	3368.00	0																					
3683VC	B07D9VHT1W	3008.00	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
3683VCI	B0BRYLVNS6	15.50	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
36847SGRI	B0GXGD1GLH	40.30	0																					
3684VCT	B0CV4DDP53	17.60	0																					
36850SGRI	B0GXGDCPC7	144.80	0	141.9	fixed	6	123.08	12	108.60	18	105.71	50	101.36											
3685VCT	B0CV4BP7Q5	21.10	0																					
36864SGRI	B0GXG92R1F	80.90	0																					
36866SGRI	B0GXG3C8JW	34.00	0																					
3687VCT	B0CV4DHNCH	15.20	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
3688VCT	B0CV4DXTN5	17.60	0	17.25	fixed	6	14.96	12	13.20	18	12.85	50	12.32											
3689VCT	B0CV4DZVGC	21.10	0																					
3690VCT	B0CV4DJ3PQ	16.95	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3691VCORT	B0CV4CDQ1F	18.40	0																					
3691VCT	B0CV4CDQ1F	16.40	0																					
3692VCORT	B0CV4FM1CD	23.10	0																					
3692VCT	B0CV4FM1CD	21.10	0																					
3693VCORT	B0CV4DY56C	16.00	0																					
3693VCT	B0CV4DY56C	17.25	0	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
3694VCT	B0CV4CKHJ4	16.40	0																					
3696VCT	B0CV4CVZ2S	16.95	0	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
3697VC	B07D9W8YYK	510.30	0	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
3697VCI	B0DFZV3PM8	510.30	0	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
3698VC	B07D9THV35	569.00	0																					
3698VCI	B0DFZP88JK	569.00	0	21.95	fixed	6	20.16	12	17.92	18	16.80													
3699VCT	B0CV4C5Z42	24.70	0	24.21	fixed	6	21.00	12	18.53	18	18.04	50	17.29											
37008SGRI	B0GXGFT8DX	27.00	0	26.46	fixed	6	22.95	12	20.25	18	19.71	50	18.90											
37018SGRI	B0GXG9NN7S	39.60	0																					
3702VCT	B0CV4DH6XT	16.95	0																					
3705VC	B07D9VYQM1	962.70	0																					
37070SGRI	B0GXG5Y4G3	119.90	0																					
3711VC	B07D9VCCG3	321.00	0																					
3712VC	B07D9TX9GF	786.70	0																					
3712VCI	B0DFZTYJPN	786.70	0																					
3714VCI	B0DFZQGN6V	17.60	0																					
37156SGRI	B0GXGD8RCD	29.80	0																					
3716VCORI	B0DFZQMRBW	20.80	0																					
3716VCT	B0CV4H36GD	20.80	0	14.5	fixed	6	12.58	12	11.10	18	10.81	50	10.36											
3717VC	B07D9W5VRK	470.00	0	470.0																				
37184SGRI	B0GXG3MYSM	31.20	0																					
37188SGRI	B0GXGD18RB	50.90	0	49.88	fixed	6	43.27	12	38.18	18	37.16	50	35.63											
3718VC	B077QSM96K	13.60	0	13.33	fixed	6	11.56	12	10.20	18	9.93	50	9.52											
37192SGRI	B0GXGBXXLR	40.30	0	39.49	fixed	6	34.26	12	30.23	18	29.42	50	28.21											
37230SGRI	B0GXG137B6	10.00	0	9.8	fixed	6	8.50	12	7.50	18	7.30	50	7.00											
37240SGRI	B0GXGD2JPK	41.90	0	41.06	fixed	6	35.62	12	31.43	18	30.59	50	29.33											
3727VCT	B0CV4GP3NM	15.75	0	15.44	fixed	6	13.39	12	11.82	18	11.50	50	11.03											
3736VCT	B0CV4DW5C2	19.90	0	19.5	fixed	6	16.92	12	14.93	18	14.53	50	13.93											
3737VC0	B0BRYKM6Z9	16.95	0	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
3739VC	B07D9X4F8K	467.00	0																					
37405SGRI	B0GXGBVNZ7	34.00	0																					
37406SGRI	B0GXG8J7Q2	44.90	0																					
